2534A044 2534A047;2;292424.5
2523A007 2523A024;2;293576.5
2543A011 2543A023;2;294946.5
2523A009 2523A021;2;295242.5
2543A001 2543A006;2;295338.5
2541A004 2541A029;2;295690.5
2523A003 2514A171;2;295752.5
2541A003 2541A020;2;295912.5
2533A015 2533A121;2;295928.5
2514A036 2514A137;2;296496.5
2541A020 2523A018;2;296527.5
2523A005 2523A025;2;296614.5
2543A003 2543A013;2;296662.5
2523A024 2523A022;2;296711.5
3512A012 3512A026;2;296766.5
2523A024 2523A023;2;296781.5
2533A114 2533A071;2;296830.5
2523A001 2523A053;2;296842.5
3512A008 3512A009;2;296852.5
2514A030 2514A146;2;296881.5
2531A068042531A077;2;296911.5
2514A013 2514A130;2;296920.5
2534A020 2534A061;2;296920.5
2533A079 2533A077;2;297007.5
2533A030 2533A052;2;297013.5
2543A006 2541A034;2;297016.5
2531A094 2531A091;2;297021.5
2514A041 2514A134;2;297035.5
2533A058 2533A057;2;297055.5
2534A018 2534A046;2;297064.5
2533A042 2533A124;2;297067.5
2514A092 2523A035;2;297070.5
3511A008 3511A074;2;297124.5
2514A139 2514A140;2;297126.5
2514A008 2514A085;2;297150.5
2541A010 2541A048;2;297151.5
2523A018 2542A260;2;297166.5
2531A040 2531A101;2;297220.5
2534A031 2534A058;2;297222.5
2534A055 2534A056;2;297226.5
2532A107 2532A088;2;297238.5
2523A032 2523A036;2;297262.5
2514A081 2514A082;2;297265.5
2531A079 2532A059;2;297289.5
2533A081 2533A080;2;297289.5
2514A039 2514A136;2;297313.5
2543A023 2543A024;2;297366.5
2543A008 2543A025;2;297370.5
2532A028 2532A103;2;297376.5
2533A055 2533A048;2;297376.5
2543A013 2543A026;2;297390.5
2514A137 2514A133;2;297400.5
2541A008 2541A031;2;297406.5
2531A090 2531A089;2;297415.5
2532A036 2532A061;2;297420.5
2534A050 2534A059;2;297430.5
2541A007 2541A030;2;297436.5
2514A137 2514A132;2;297442.5
2533A057 2533A047;2;297446.5
2533A057 2533A120;2;297460.5
2534A052 2534A057;2;297463.5
2532A030 2532A068;2;297467.5
2444A078 2444A070;2;297481.5
2523A011 2523A039;2;297481.5
2514A176 2514A177;2;297483.5
2523A010 2523A020;2;297489.5
2543A019 2534A049;2;297500.5
2514A166 2514A167;2;297502.5
2541A018 2541A023;2;297510.5
2543A020 2543A021;2;297523.5
2532A013 2532A089;2;297526.5
2533A080 2533A046;2;297526.5
2543A023 2543A031;2;297538.5
2523A004 2523A026;2;297546.5
2532A086 2532A105;2;297565.5
2531A051 2531A081;2;297566.5
2533A096 2533A049;2;297571.5
2543A013 2543A028;2;297574.5
2442A140 2442A141;2;297577.5
2533A086 2534A041;2;297579.5
2523A017 2523A037;2;297580.5
2533A075 2533A076;2;297580.5
3512A020 3512A028;2;297586.5
2532A072 2532A073;2;297587.5
2541A009 2541A028;2;297589.5
2532A015 2532A090;2;297601.5
2541A011 2541A032;2;297601.5
2514A082 2514A084;2;297604.5
2543A006 2543A030;2;297607.5
2531A134 2531A135;2;297610.5
2541A013 2541A027;2;297612.5
2514A040 2514A135;2;297613.5
2541A016 2541A045;2;297615.5
2442A058 2442A129;2;297634.5
2531A066 2531A080;2;297634.5
2531A107 2531A105;2;297634.5
2442A173 2442A091;2;297640.5
2542A260 2542A261;2;297640.5
2442A127032442A128;2;297642.5
2523A013 2523A019;2;297643.5
2541A017 2541A039;2;297643.5
3512A009 3512A010;2;297644.5
2513A095 2513A094;2;297646.5
2531A123 2531A124;2;297646.5
2514A096 2514A148;2;297650.5
2541A006 2541A047;2;297651.5
2444A038 2444A073;2;297655.5
2514A082 2514A083;2;297655.5
2532A059 2532A060;2;297658.5
2542A260 2541A021;2;297658.5
2541A003 2541A022;2;297661.5
2531A024 2531A126;2;297667.5
2532A016 2532A091;2;297678.5
2533A080 2533A082;2;297682.5
3512A007 3512A024;2;297683.5
2444A024 2444A072;2;297686.5
2533A085 2533A083;2;297695.5
3512A019 3512A018;2;297698.5
2541A015 2541A026;2;297700.5
2442A068 2444A085;2;297706.5
2533A089 2534A042;2;297706.5
2444A046 2444A088;2;297716.5
2532A071 2532A101;2;297718.5
2442A119 2442A120;2;297726.5
3512A009 3512A022;2;297727.5
2523A018 2524A014;2;297748.5
2531A115 2531A114;2;297748.5
2531A139 2531A111;2;297750.5
2514A086 2514A087;2;297753.5
2523A012 2523A052;2;297760.5
2531A046 2531A119;2;297772.5
2541A019 2523A038;2;297773.5
2514A012 2514A165;2;297778.5
2532A014 2532A102;2;297778.5
3512A010 3512A023;2;297778.5
2514A038 2514A168;2;297787.5
2444A031 2444A077;2;297798.5
2532A059 2532A058;2;297801.5
2442A049 2442A142;2;297805.5
3512A027 3512A017;2;297808.5
2543A009 2543A022;2;297811.5
2541A045 2541A024;2;297813.5
2541A045 2541A046;2;297814.5
2541A020 2541A043;2;297817.5
3512A010 3512A025;2;297818.5
2442A092 2442A095;2;297822.5
2513A107 2513A108;2;297822.5
2524A001 2524B001;2;297823.5
2533A019 2533A115;2;297823.5
2442A063 2442A124;2;297826.5
2514A158 2514B017;2;297826.5
2531A180 2531A163;2;297826.5
2532A092 2532A109;2;297826.5
2541A012 2541A038;2;297826.5
2543A017 2543A029;2;297826.5
3511A021 3511B007;2;297826.5
3511A023 3511A082;2;297826.5
